time,open,high,low,close,Shapes,Shapes,Bullish Sweep,Bearish Sweep,ATR Short Stop Loss,ATR Long Stop Loss,VWAP,Upper Band #1,Lower Band #1,ATR,Volume,Volume EMA,Spike Threshold,CVD Oscillator,Bullish Divergence,Bearish Divergence,Bullish Cross,Bearish Cross
1781247000,29378.5,29385,29339.25,29342,0,1,0,0,29434.491993910113,29289.758006089887,29522.437456946886,29577.4136434781,29467.46127041567,32.99466260674121,4164,3193.2298604035072,4061.767185907892,-539.2842662321249,0,0,0,0
1781247300,29342.25,29364.5,29334.75,29360.5,1,0,0,0,29413.64435148796,29285.60564851204,29521.08880258739,29577.874761472154,29464.302843702626,32.76290099197398,3064,3150.153240269005,4789.844790605261,-226.98684103465547,0,0,0,0
1781247600,29361.5,29370.75,29312.25,29314.75,0,1,0,0,29422.65189781025,29260.34810218975,29518.42001349932,29579.0413853541,29457.79864164454,34.601265206832984,5520,3940.1021601793364,4725.229860403508,-562.604087404715,0,0,0,0
1781247900,29314.25,29326.75,29300.25,29321.75,1,0,0,0,29377.783905109518,29249.216094890482,29515.870840983425,29580.194095228395,29451.547586738456,34.02260340634491,4979,4286.401440119557,5910.1532402690045,-284.75579503950905,0,0,0,0
1781248200,29320.75,29329,29271,29274.25,0,1,0,0,29382.60291188741,29217.39708811259,29513.01662787121,29581.69967782022,29444.3335779222,35.73527459160599,5086,4552.934293413038,6429.602160179336,-572.4053497545235,0,0,0,0
1781248500,29273.75,29291,29261,29289.25,1,0,0,0,29343.988418181165,29208.011581818835,29510.17708662629,29583.0618366388,29437.292336613777,35.325612120776995,4943,4682.956195608692,6829.401440119557,-179.0812286099674,0,0,0,0
1781248800,29289.25,29322.75,29283.5,29317.25,1,0,0,0,29376.15888831108,29230.09111168892,29507.477552660665,29583.505583808048,29431.44952151328,35.60592554072149,5475,4946.970797072461,7024.434293413038,270.03352221532475,0,0,1,0
1781249100,29317,29317.75,29287.75,29298,0,1,0,0,29370.55825343172,29234.94174656828,29505.529433618714,29583.78416893916,29427.274698298268,35.20550228781281,3912,4601.9805313816405,7420.456195608692,33.80638805229273,0,0,0,0
1781249400,29296.75,29314.5,29284,29311.25,1,0,0,0,29366.80409247231,29231.69590752769,29503.82333708299,29583.912979001892,29423.73369516409,34.869394981540474,3524,4242.65368758776,6902.970797072461,231.66258735118333,0,0,0,0
1781249700,29311.25,29352,29311.25,29349.25,1,0,0,0,29404.934157295716,29258.315842704284,29501.10580825024,29583.289451717665,29418.922164782813,35.289438197144726,6940,5141.769125058507,6363.98053138164,842.5875054723479,0,0,0,0
1781250000,29349.75,29385,29341.75,29378.5,1,0,0,0,29438.78707463174,29287.96292536826,29499.748751778727,29582.593783817185,29416.90371974027,35.85804975449153,4389,4890.8460833723375,7712.65368758776,1000.4627838342667,0,0,0,0
1781250300,29378.75,29392.25,29363.25,29375.75,0,1,0,0,29445.302283586614,29310.197716413386,29498.641218339202,29581.923633844162,29415.358802834242,35.368189057742136,3910,4563.897388914892,7336.269125058507,809.686431095502,0,0,0,0
1781250600,29376.5,29394.25,29375.75,29385,1,0,0,0,29445.49497761614,29324.50502238386,29497.975969381972,29581.46558056267,29414.486358201273,34.16331841076055,2550,3892.598259276595,6845.846083372338,796.7727613288083,0,1,0,0
1781250900,29383.25,29460.75,29382.5,29431.5,1,0,0,0,29516.71855064356,29326.53144935644,29496.760766293726,29580.078705735665,29413.442826851788,37.31236709570623,7368,5051.065506184396,5838.897388914893,1097.8789604201534,0,0,0,0
1781251200,29433,29480,29416.25,29456.75,1,0,0,0,29538.80115416902,29357.44884583098,29496.03917880739,29578.89395766604,29413.18439994874,39.20076944601293,7097,5733.043670789598,7576.598259276594,1157.056509806344,0,0,0,0
1781251500,29456.75,29488,29443.5,29464.25,1,0,0,0,29547.368928871234,29384.131071128766,29495.655386542323,29578.06297979449,29413.247793290157,39.579285914154866,5681,5715.695780526398,8599.565506184397,1038.5816145464826,0,0,0,0
1781251800,29464.25,29482.5,29458.5,29467.25,1,0,0,0,29540.199719666143,29400.800280333857,29495.44385672994,29577.55213624103,29413.33557721885,38.46647977742952,3704,5045.130520350932,8573.543670789597,888.2295928291612,0,0,0,0
1781252100,29467.25,29549.75,29443,29537.5,1,0,0,0,29614.765811118563,29377.984188881437,29495.707251662843,29577.09679372101,29414.317709604675,43.3438740790417,8418,6169.420346900621,7567.695780526397,1237.0534693675015,0,0,0,0
1781252400,29537.5,29570,29512.25,29542.5,1,0,0,1,29636.559324610094,29445.690675389906,29496.389403053894,29577.36216202259,29415.4166440852,44.37288307339586,7062,6466.946897933747,9254.130520350931,1049.2031801717008,0,0,0,0
1781252700,29543.75,29544.25,29519.5,29530.5,0,1,0,0,29608.70687285223,29455.04312714777,29496.70774635398,29577.380219178292,29416.035273529666,42.97124856815331,4356,5763.297931955832,9700.42034690062,611.8235891233746,0,0,0,0
1781253000,29530.25,29537.25,29501.25,29501.5,0,1,0,0,29600.959953362784,29437.540046637216,29496.84026488471,29577.204183617734,29416.47634615169,42.47330224185664,3851,5125.865287970554,8644.946897933747,181.00944549631367,0,0,0,0
1781253300,29502.25,29503.25,29475.75,29481.75,0,1,0,0,29565.35567097973,29413.64432902027,29496.755569122368,29576.781015375844,29416.730122868892,41.403780653152594,4159,4803.576858647036,7688.797931955831,-173.85002326697983,0,0,0,1
1781253600,29481.75,29484.5,29453.75,29468.25,0,1,0,0,29545.464194481177,29392.785805518823,29496.548092330206,29576.311721999635,29416.784462660777,40.642796320784555,3648,4418.384572431357,7205.365287970553,-320.9658293664212,0,0,0,0
1781253900,29469.5,29499.75,29448,29495.5,1,0,0,0,29561.904252018234,29385.845747981766,29496.411405148658,29575.834942937752,29416.987867359563,41.43616801215709,4378,4404.923048287571,6627.576858647035,-81.07907480821729,0,0,0,0
1781254200,29495.25,29516,29478.5,29507.5,1,0,0,0,29577.73251973122,29416.76748026878,29496.43876174868,29575.607315845406,29417.270207651953,41.15501315414587,3205,4004.948698858381,6607.384572431356,6.639522302911644,0,0,1,0
1781254500,29506,29509.25,29478.5,29480.25,0,1,0,0,29569.867696893274,29417.882303106726,29496.407698913557,29575.40440358469,29417.410994242426,40.41179792884974,2189,3399.632465905587,6007.423048287571,-192.83079496129108,0,0,0,1
1781254800,29479.25,29519.25,29476.25,29515.75,1,0,0,0,29580.14500425804,29415.35499574196,29496.45183305938,29575.21280237852,29417.690863740238,40.59666950536047,3028,3275.7549772703915,5099.448698858381,60.13051203510071,0,0,1,0
1781255100,29514.5,29518,29498,29513.75,0,1,0,0,29576.688218239608,29439.311781760392,29496.51816752988,29575.090545474115,29417.945789585647,39.12547882640615,2494,3015.1699848469275,4913.632465905587,15.356911580464555,0,0,0,0
1781255400,29514.75,29548.5,29505.5,29547.25,1,0,0,0,29607.603345508207,29446.396654491793,29496.699889757063,29575.123221900118,29418.27655761401,39.402230338805715,2483,2837.7799898979515,4522.7549772703915,164.09545033177187,0,0,0,0
1781255700,29547.25,29583.5,29537.25,29575,1,0,0,0,29643.337035114764,29477.412964885236,29497.400755217444,29575.726303781958,29419.07520665293,39.891356743176736,5255,3643.519993265301,4256.669984846927,404.29441635630997,0,0,0,0
1781256000,29575.25,29588,29558.75,29571.75,0,1,0,0,29646.696889749426,29500.053110250574,29497.921369897766,29576.225587600573,29419.617152194958,39.13125983294982,3572,3619.6799955102006,5465.279989897951,260.4848824187916,0,0,0,0
